symbol,itm_call,open_interest_call,imp_vol_call,volume_call,change_call,percent_change_call,last_price_call,bid_call,ask_call,strike,expire_date,bid_put,ask_put,last_price_put,change_put,percent_change_put,volume_put,open_interest_put,imp_vol_put,itm_put,contract_size_call,contract_symbol_call,last_trade_date_call,currency_call,contract_size_put,contract_symbol_put,last_trade_date_put,currency_put
TSLA,Y,9,1.0000000000000003e-05,1.0,0.0,0.0,112.3,0.0,0.0,140.0,2024-11-08,0.0,0.0,0.02,0.0,0.0,1623.0,8025,0.500005,N,REGULAR,TSLA241108C00140000,2024-11-05 14:50:24+00:00,USD,REGULAR,TSLA241108P00140000,2024-11-05 20:50:52+00:00,USD
TSLA,Y,22,1.0000000000000003e-05,13.0,0.0,0.0,104.38,0.0,0.0,145.0,2024-11-08,0.0,0.0,0.02,0.0,0.0,1956.0,6399,0.500005,N,REGULAR,TSLA241108C00145000,2024-11-01 16:28:13+00:00,USD,REGULAR,TSLA241108P00145000,2024-11-05 20:50:47+00:00,USD
TSLA,Y,78,1.0000000000000003e-05,7.0,0.0,0.0,105.12,0.0,0.0,150.0,2024-11-08,0.0,0.0,0.02,0.0,0.0,526.0,7903,0.500005,N,REGULAR,TSLA241108C00150000,2024-11-05 17:46:56+00:00,USD,REGULAR,TSLA241108P00150000,2024-11-05 20:49:50+00:00,USD
TSLA,Y,124,1.0000000000000003e-05,21.0,0.0,0.0,97.4,0.0,0.0,155.0,2024-11-08,0.0,0.0,0.04,0.0,0.0,888.0,5319,0.500005,N,REGULAR,TSLA241108C00155000,2024-11-05 20:49:07+00:00,USD,REGULAR,TSLA241108P00155000,2024-11-05 20:59:21+00:00,USD
TSLA,Y,117,1.0000000000000003e-05,4.0,0.0,0.0,94.3,0.0,0.0,160.0,2024-11-08,0.0,0.0,0.05,0.0,0.0,918.0,5829,0.500005,N,REGULAR,TSLA241108C00160000,2024-11-05 19:36:38+00:00,USD,REGULAR,TSLA241108P00160000,2024-11-05 20:58:14+00:00,USD
TSLA,Y,43,1.0000000000000003e-05,1.0,0.0,0.0,89.57,0.0,0.0,165.0,2024-11-08,0.0,0.0,0.06,0.0,0.0,683.0,2413,0.500005,N,REGULAR,TSLA241108C00165000,2024-11-05 18:34:11+00:00,USD,REGULAR,TSLA241108P00165000,2024-11-05 20:59:12+00:00,USD
TSLA,Y,330,1.0000000000000003e-05,4.0,0.0,0.0,84.44,0.0,0.0,170.0,2024-11-08,0.0,0.0,0.06,0.0,0.0,1202.0,7000,0.500005,N,REGULAR,TSLA241108C00170000,2024-11-05 19:36:38+00:00,USD,REGULAR,TSLA241108P00170000,2024-11-05 20:59:20+00:00,USD
TSLA,Y,92,1.0000000000000003e-05,1.0,0.0,0.0,78.29,0.0,0.0,175.0,2024-11-08,0.0,0.0,0.09,0.0,0.0,375.0,6185,0.500005,N,REGULAR,TSLA241108C00175000,2024-11-05 20:38:50+00:00,USD,REGULAR,TSLA241108P00175000,2024-11-05 20:59:18+00:00,USD
TSLA,Y,388,1.0000000000000003e-05,17.0,0.0,0.0,74.37,0.0,0.0,180.0,2024-11-08,0.0,0.0,0.11,0.0,0.0,1239.0,8575,0.500005,N,REGULAR,TSLA241108C00180000,2024-11-05 19:37:11+00:00,USD,REGULAR,TSLA241108P00180000,2024-11-05 20:58:04+00:00,USD
TSLA,Y,666,1.0000000000000003e-05,26.0,0.0,0.0,69.23,0.0,0.0,185.0,2024-11-08,0.0,0.0,0.13,0.0,0.0,814.0,3934,0.500005,N,REGULAR,TSLA241108C00185000,2024-11-05 19:37:04+00:00,USD,REGULAR,TSLA241108P00185000,2024-11-05 20:59:32+00:00,USD
TSLA,Y,6,1.0000000000000003e-05,2.0,0.0,0.0,61.91,0.0,0.0,187.5,2024-11-08,0.0,0.0,0.12,0.0,0.0,147.0,1137,0.500005,N,REGULAR,TSLA241108C00187500,2024-11-01 19:59:52+00:00,USD,REGULAR,TSLA241108P00187500,2024-11-05 20:59:06+00:00,USD
TSLA,Y,402,1.0000000000000003e-05,7.0,0.0,0.0,62.65,0.0,0.0,190.0,2024-11-08,0.0,0.0,0.14,0.0,0.0,2254.0,3754,0.500005,N,REGULAR,TSLA241108C00190000,2024-11-05 20:23:09+00:00,USD,REGULAR,TSLA241108P00190000,2024-11-05 20:59:35+00:00,USD
TSLA,Y,7,1.0000000000000003e-05,3.0,0.0,0.0,56.27,0.0,0.0,192.5,2024-11-08,0.0,0.0,0.17,0.0,0.0,526.0,1159,0.500005,N,REGULAR,TSLA241108C00192500,2024-11-01 16:37:00+00:00,USD,REGULAR,TSLA241108P00192500,2024-11-05 20:52:18+00:00,USD
TSLA,Y,294,1.0000000000000003e-05,23.0,0.0,0.0,59.7,0.0,0.0,195.0,2024-11-08,0.0,0.0,0.2,0.0,0.0,1032.0,2230,0.500005,N,REGULAR,TSLA241108C00195000,2024-11-05 17:46:08+00:00,USD,REGULAR,TSLA241108P00195000,2024-11-05 20:59:59+00:00,USD
TSLA,Y,68,1.0000000000000003e-05,2.0,0.0,0.0,46.53,0.0,0.0,197.5,2024-11-08,0.0,0.0,0.22,0.0,0.0,1039.0,2282,0.500005,N,REGULAR,TSLA241108C00197500,2024-11-04 15:03:48+00:00,USD,REGULAR,TSLA241108P00197500,2024-11-05 20:59:24+00:00,USD
TSLA,Y,864,1.0000000000000003e-05,74.0,0.0,0.0,53.35,0.0,0.0,200.0,2024-11-08,0.0,0.0,0.25,0.0,0.0,7643.0,19174,0.500005,N,REGULAR,TSLA241108C00200000,2024-11-05 19:54:48+00:00,USD,REGULAR,TSLA241108P00200000,2024-11-05 20:59:58+00:00,USD
TSLA,Y,143,1.0000000000000003e-05,1.0,0.0,0.0,48.5,0.0,0.0,202.5,2024-11-08,0.0,0.0,0.29,0.0,0.0,775.0,2188,0.500005,N,REGULAR,TSLA241108C00202500,2024-11-05 14:40:40+00:00,USD,REGULAR,TSLA241108P00202500,2024-11-05 20:59:52+00:00,USD
TSLA,Y,468,1.0000000000000003e-05,31.0,0.0,0.0,48.8,0.0,0.0,205.0,2024-11-08,0.0,0.0,0.33,0.0,0.0,1110.0,7265,0.500005,N,REGULAR,TSLA241108C00205000,2024-11-05 19:51:23+00:00,USD,REGULAR,TSLA241108P00205000,2024-11-05 20:59:56+00:00,USD
TSLA,Y,128,1.0000000000000003e-05,8.0,0.0,0.0,45.0,0.0,0.0,207.5,2024-11-08,0.0,0.0,0.38,0.0,0.0,536.0,2416,0.500005,N,REGULAR,TSLA241108C00207500,2024-11-05 20:24:03+00:00,USD,REGULAR,TSLA241108P00207500,2024-11-05 20:59:43+00:00,USD
TSLA,Y,661,1.0000000000000003e-05,137.0,0.0,0.0,42.35,0.0,0.0,210.0,2024-11-08,0.0,0.0,0.44,0.0,0.0,4051.0,9643,0.500005,N,REGULAR,TSLA241108C00210000,2024-11-05 20:46:08+00:00,USD,REGULAR,TSLA241108P00210000,2024-11-05 20:59:56+00:00,USD
TSLA,Y,271,1.0000000000000003e-05,20.0,0.0,0.0,40.0,0.0,0.0,212.5,2024-11-08,0.0,0.0,0.52,0.0,0.0,1047.0,1521,0.500005,N,REGULAR,TSLA241108C00212500,2024-11-05 20:53:52+00:00,USD,REGULAR,TSLA241108P00212500,2024-11-05 20:59:59+00:00,USD
TSLA,Y,1023,1.0000000000000003e-05,23.0,0.0,0.0,37.25,0.0,0.0,215.0,2024-11-08,0.0,0.0,0.6,0.0,0.0,4305.0,9712,0.500005,N,REGULAR,TSLA241108C00215000,2024-11-05 20:59:37+00:00,USD,REGULAR,TSLA241108P00215000,2024-11-05 20:59:59+00:00,USD
TSLA,Y,2985,1.0000000000000003e-05,106.0,0.0,0.0,34.29,0.0,0.0,217.5,2024-11-08,0.0,0.0,0.7,0.0,0.0,2286.0,2542,0.2500075,N,REGULAR,TSLA241108C00217500,2024-11-05 15:58:33+00:00,USD,REGULAR,TSLA241108P00217500,2024-11-05 20:59:51+00:00,USD
TSLA,Y,1772,1.0000000000000003e-05,240.0,0.0,0.0,32.6,0.0,0.0,220.0,2024-11-08,0.0,0.0,0.84,0.0,0.0,12422.0,11945,0.2500075,N,REGULAR,TSLA241108C00220000,2024-11-05 20:50:11+00:00,USD,REGULAR,TSLA241108P00220000,2024-11-05 20:59:55+00:00,USD
TSLA,Y,242,1.0000000000000003e-05,112.0,0.0,0.0,29.82,0.0,0.0,222.5,2024-11-08,0.0,0.0,1.05,0.0,0.0,3073.0,3557,0.2500075,N,REGULAR,TSLA241108C00222500,2024-11-05 20:55:21+00:00,USD,REGULAR,TSLA241108P00222500,2024-11-05 20:59:52+00:00,USD
TSLA,Y,1563,1.0000000000000003e-05,189.0,0.0,0.0,28.1,0.0,0.0,225.0,2024-11-08,0.0,0.0,1.26,0.0,0.0,14863.0,8809,0.2500075,N,REGULAR,TSLA241108C00225000,2024-11-05 20:47:51+00:00,USD,REGULAR,TSLA241108P00225000,2024-11-05 20:59:59+00:00,USD
TSLA,Y,630,1.0000000000000003e-05,629.0,0.0,0.0,27.25,0.0,0.0,227.5,2024-11-08,0.0,0.0,1.56,0.0,0.0,4113.0,3545,0.2500075,N,REGULAR,TSLA241108C00227500,2024-11-05 19:51:33+00:00,USD,REGULAR,TSLA241108P00227500,2024-11-05 20:59:53+00:00,USD
TSLA,Y,2359,1.0000000000000003e-05,725.0,0.0,0.0,23.42,0.0,0.0,230.0,2024-11-08,0.0,0.0,1.88,0.0,0.0,22750.0,16400,0.2500075,N,REGULAR,TSLA241108C00230000,2024-11-05 20:58:58+00:00,USD,REGULAR,TSLA241108P00230000,2024-11-05 20:59:59+00:00,USD
TSLA,Y,936,1.0000000000000003e-05,235.0,0.0,0.0,21.58,0.0,0.0,232.5,2024-11-08,0.0,0.0,2.32,0.0,0.0,7298.0,5216,0.2500075,N,REGULAR,TSLA241108C00232500,2024-11-05 20:51:13+00:00,USD,REGULAR,TSLA241108P00232500,2024-11-05 20:59:47+00:00,USD
TSLA,Y,2002,1.0000000000000003e-05,744.0,0.0,0.0,19.5,0.0,0.0,235.0,2024-11-08,0.0,0.0,2.79,0.0,0.0,36603.0,13059,0.12500875,N,REGULAR,TSLA241108C00235000,2024-11-05 20:59:10+00:00,USD,REGULAR,TSLA241108P00235000,2024-11-05 20:59:59+00:00,USD
TSLA,Y,934,1.0000000000000003e-05,1408.0,0.0,0.0,17.48,0.0,0.0,237.5,2024-11-08,0.0,0.0,3.4,0.0,0.0,11752.0,16563,0.12500875,N,REGULAR,TSLA241108C00237500,2024-11-05 20:58:48+00:00,USD,REGULAR,TSLA241108P00237500,2024-11-05 20:59:53+00:00,USD
TSLA,Y,4310,1.0000000000000003e-05,5658.0,0.0,0.0,15.6,0.0,0.0,240.0,2024-11-08,0.0,0.0,4.09,0.0,0.0,23634.0,13651,0.12500875,N,REGULAR,TSLA241108C00240000,2024-11-05 20:59:51+00:00,USD,REGULAR,TSLA241108P00240000,2024-11-05 20:59:59+00:00,USD
TSLA,Y,3210,1.0000000000000003e-05,3128.0,0.0,0.0,13.95,0.0,0.0,242.5,2024-11-08,0.0,0.0,4.95,0.0,0.0,8166.0,4104,0.12500875,N,REGULAR,TSLA241108C00242500,2024-11-05 20:59:51+00:00,USD,REGULAR,TSLA241108P00242500,2024-11-05 20:59:45+00:00,USD
TSLA,Y,5616,1.0000000000000003e-05,6775.0,0.0,0.0,12.4,0.0,0.0,245.0,2024-11-08,0.0,0.0,5.8,0.0,0.0,35241.0,15712,0.062509375,N,REGULAR,TSLA241108C00245000,2024-11-05 20:59:42+00:00,USD,REGULAR,TSLA241108P00245000,2024-11-05 20:59:58+00:00,USD
TSLA,Y,3869,1.0000000000000003e-05,9481.0,0.0,0.0,10.93,0.0,0.0,247.5,2024-11-08,0.0,0.0,6.82,0.0,0.0,9178.0,3457,0.0312596875,N,REGULAR,TSLA241108C00247500,2024-11-05 20:59:43+00:00,USD,REGULAR,TSLA241108P00247500,2024-11-05 20:59:56+00:00,USD
TSLA,Y,12676,1.0000000000000003e-05,38042.0,0.0,0.0,9.6,0.0,0.0,250.0,2024-11-08,0.0,0.0,7.95,0.0,0.0,43360.0,13915,0.015634843750000002,N,REGULAR,TSLA241108C00250000,2024-11-05 20:59:58+00:00,USD,REGULAR,TSLA241108P00250000,2024-11-05 20:59:58+00:00,USD
TSLA,N,5692,0.015634843750000002,32268.0,0.0,0.0,8.39,0.0,0.0,252.5,2024-11-08,0.0,0.0,9.28,0.0,0.0,19648.0,4846,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00252500,2024-11-05 20:59:59+00:00,USD,REGULAR,TSLA241108P00252500,2024-11-05 20:59:55+00:00,USD
TSLA,N,12638,0.0312596875,45555.0,0.0,0.0,7.2,0.0,0.0,255.0,2024-11-08,0.0,0.0,10.59,0.0,0.0,11482.0,6057,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00255000,2024-11-05 20:59:53+00:00,USD,REGULAR,TSLA241108P00255000,2024-11-05 20:59:57+00:00,USD
TSLA,N,4166,0.062509375,10002.0,0.0,0.0,6.23,0.0,0.0,257.5,2024-11-08,0.0,0.0,12.25,0.0,0.0,2882.0,4144,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00257500,2024-11-05 20:59:55+00:00,USD,REGULAR,TSLA241108P00257500,2024-11-05 20:59:47+00:00,USD
TSLA,N,52663,0.062509375,48297.0,0.0,0.0,5.35,0.0,0.0,260.0,2024-11-08,0.0,0.0,13.9,0.0,0.0,3858.0,5765,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00260000,2024-11-05 20:59:59+00:00,USD,REGULAR,TSLA241108P00260000,2024-11-05 20:59:47+00:00,USD
TSLA,N,15985,0.12500875,23485.0,0.0,0.0,4.55,0.0,0.0,262.5,2024-11-08,0.0,0.0,15.4,0.0,0.0,720.0,1547,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00262500,2024-11-05 20:59:59+00:00,USD,REGULAR,TSLA241108P00262500,2024-11-05 20:59:24+00:00,USD
TSLA,N,13653,0.12500875,19688.0,0.0,0.0,3.86,0.0,0.0,265.0,2024-11-08,0.0,0.0,17.1,0.0,0.0,1966.0,2928,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00265000,2024-11-05 20:59:59+00:00,USD,REGULAR,TSLA241108P00265000,2024-11-05 20:55:00+00:00,USD
TSLA,N,4140,0.12500875,6832.0,0.0,0.0,3.2,0.0,0.0,267.5,2024-11-08,0.0,0.0,19.4,0.0,0.0,1541.0,1842,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00267500,2024-11-05 20:59:54+00:00,USD,REGULAR,TSLA241108P00267500,2024-11-05 20:55:54+00:00,USD
TSLA,N,31182,0.12500875,45511.0,0.0,0.0,2.76,0.0,0.0,270.0,2024-11-08,0.0,0.0,21.32,0.0,0.0,1047.0,2921,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00270000,2024-11-05 20:59:59+00:00,USD,REGULAR,TSLA241108P00270000,2024-11-05 20:58:22+00:00,USD
TSLA,N,16447,0.2500075,19092.0,0.0,0.0,2.32,0.0,0.0,272.5,2024-11-08,0.0,0.0,23.2,0.0,0.0,338.0,757,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00272500,2024-11-05 20:59:56+00:00,USD,REGULAR,TSLA241108P00272500,2024-11-05 20:55:00+00:00,USD
TSLA,N,47688,0.2500075,36119.0,0.0,0.0,1.95,0.0,0.0,275.0,2024-11-08,0.0,0.0,25.45,0.0,0.0,263.0,949,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00275000,2024-11-05 20:59:58+00:00,USD,REGULAR,TSLA241108P00275000,2024-11-05 20:55:38+00:00,USD
TSLA,N,6390,0.2500075,5669.0,0.0,0.0,1.6,0.0,0.0,277.5,2024-11-08,0.0,0.0,27.38,0.0,0.0,568.0,1074,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00277500,2024-11-05 20:59:58+00:00,USD,REGULAR,TSLA241108P00277500,2024-11-05 20:54:52+00:00,USD
TSLA,N,20548,0.2500075,21929.0,0.0,0.0,1.35,0.0,0.0,280.0,2024-11-08,0.0,0.0,29.41,0.0,0.0,152.0,1012,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00280000,2024-11-05 20:59:58+00:00,USD,REGULAR,TSLA241108P00280000,2024-11-05 20:47:30+00:00,USD
TSLA,N,3797,0.2500075,4154.0,0.0,0.0,1.14,0.0,0.0,282.5,2024-11-08,0.0,0.0,31.55,0.0,0.0,195.0,1815,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00282500,2024-11-05 20:59:57+00:00,USD,REGULAR,TSLA241108P00282500,2024-11-05 19:58:41+00:00,USD
TSLA,N,8353,0.2500075,10106.0,0.0,0.0,0.95,0.0,0.0,285.0,2024-11-08,0.0,0.0,33.65,0.0,0.0,23.0,382,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00285000,2024-11-05 20:59:56+00:00,USD,REGULAR,TSLA241108P00285000,2024-11-05 15:46:49+00:00,USD
TSLA,N,2444,0.2500075,1926.0,0.0,0.0,0.78,0.0,0.0,287.5,2024-11-08,0.0,0.0,33.3,0.0,0.0,26.0,214,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00287500,2024-11-05 20:59:41+00:00,USD,REGULAR,TSLA241108P00287500,2024-11-05 18:59:11+00:00,USD
TSLA,N,14551,0.2500075,11170.0,0.0,0.0,0.66,0.0,0.0,290.0,2024-11-08,0.0,0.0,38.75,0.0,0.0,46.0,532,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00290000,2024-11-05 20:59:49+00:00,USD,REGULAR,TSLA241108P00290000,2024-11-05 20:46:19+00:00,USD
TSLA,N,3469,0.2500075,4925.0,0.0,0.0,0.59,0.0,0.0,292.5,2024-11-08,0.0,0.0,38.42,0.0,0.0,2.0,111,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00292500,2024-11-05 20:59:59+00:00,USD,REGULAR,TSLA241108P00292500,2024-11-05 19:43:36+00:00,USD
TSLA,N,11359,0.500005,8884.0,0.0,0.0,0.48,0.0,0.0,295.0,2024-11-08,0.0,0.0,44.0,0.0,0.0,10.0,108,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00295000,2024-11-05 20:59:48+00:00,USD,REGULAR,TSLA241108P00295000,2024-11-05 20:55:00+00:00,USD
TSLA,N,2524,0.500005,1484.0,0.0,0.0,0.41,0.0,0.0,297.5,2024-11-08,0.0,0.0,43.7,0.0,0.0,3.0,85,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00297500,2024-11-05 20:59:57+00:00,USD,REGULAR,TSLA241108P00297500,2024-11-05 19:30:44+00:00,USD
TSLA,N,34669,0.500005,27302.0,0.0,0.0,0.36,0.0,0.0,300.0,2024-11-08,0.0,0.0,48.8,0.0,0.0,29.0,118,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00300000,2024-11-05 20:59:55+00:00,USD,REGULAR,TSLA241108P00300000,2024-11-05 20:55:00+00:00,USD
TSLA,N,3145,0.500005,1938.0,0.0,0.0,0.31,0.0,0.0,302.5,2024-11-08,0.0,0.0,48.6,0.0,0.0,2.0,35,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00302500,2024-11-05 20:59:55+00:00,USD,REGULAR,TSLA241108P00302500,2024-11-05 19:38:11+00:00,USD
TSLA,N,4483,0.500005,2293.0,0.0,0.0,0.27,0.0,0.0,305.0,2024-11-08,0.0,0.0,59.0,0.0,0.0,2.0,21,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00305000,2024-11-05 20:59:58+00:00,USD,REGULAR,TSLA241108P00305000,2024-11-04 16:27:43+00:00,USD
TSLA,N,1424,0.500005,966.0,0.0,0.0,0.22,0.0,0.0,307.5,2024-11-08,0.0,0.0,45.95,0.0,0.0,,6,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00307500,2024-11-05 20:59:47+00:00,USD,REGULAR,TSLA241108P00307500,2024-10-30 15:33:09+00:00,USD
TSLA,N,6491,0.500005,3234.0,0.0,0.0,0.2,0.0,0.0,310.0,2024-11-08,0.0,0.0,57.5,0.0,0.0,2.0,2,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00310000,2024-11-05 20:59:45+00:00,USD,REGULAR,TSLA241108P00310000,2024-11-05 16:58:05+00:00,USD
TSLA,N,1558,0.500005,923.0,0.0,0.0,0.17,0.0,0.0,312.5,2024-11-08,0.0,0.0,60.65,0.0,0.0,,1,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00312500,2024-11-05 20:59:18+00:00,USD,REGULAR,TSLA241108P00312500,2024-10-31 18:05:05+00:00,USD
TSLA,N,2507,0.500005,1388.0,0.0,0.0,0.14,0.0,0.0,315.0,2024-11-08,0.0,0.0,60.57,0.0,0.0,2.0,2,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00315000,2024-11-05 20:59:32+00:00,USD,REGULAR,TSLA241108P00315000,2024-11-05 19:29:25+00:00,USD
TSLA,N,1985,0.500005,721.0,0.0,0.0,0.11,0.0,0.0,317.5,2024-11-08,0.0,0.0,62.4,0.0,0.0,2.0,0,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00317500,2024-11-05 20:58:55+00:00,USD,REGULAR,TSLA241108P00317500,2024-11-05 19:00:44+00:00,USD
TSLA,N,7939,0.500005,2387.0,0.0,0.0,0.1,0.0,0.0,320.0,2024-11-08,0.0,0.0,65.54,0.0,0.0,3.0,4,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00320000,2024-11-05 20:59:52+00:00,USD,REGULAR,TSLA241108P00320000,2024-11-05 19:29:25+00:00,USD
TSLA,N,2320,0.500005,2131.0,0.0,0.0,0.09,0.0,0.0,322.5,2024-11-08,0.0,0.0,71.8,0.0,0.0,,0,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00322500,2024-11-05 20:59:32+00:00,USD,REGULAR,TSLA241108P00322500,2024-10-31 19:54:47+00:00,USD
TSLA,N,5316,0.500005,2753.0,0.0,0.0,0.08,0.0,0.0,325.0,2024-11-08,0.0,0.0,75.75,0.0,0.0,11.0,0,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00325000,2024-11-05 20:59:59+00:00,USD,REGULAR,TSLA241108P00325000,2024-10-31 19:54:47+00:00,USD
TSLA,N,3171,0.500005,2496.0,0.0,0.0,0.07,0.0,0.0,327.5,2024-11-08,0.0,0.0,77.07,0.0,0.0,,0,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00327500,2024-11-05 20:47:36+00:00,USD,REGULAR,TSLA241108P00327500,2024-10-31 19:53:11+00:00,USD
TSLA,N,4557,0.500005,1225.0,0.0,0.0,0.06,0.0,0.0,330.0,2024-11-08,0.0,0.0,80.6,0.0,0.0,2.0,0,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00330000,2024-11-05 20:52:49+00:00,USD,REGULAR,TSLA241108P00330000,2024-11-01 16:27:19+00:00,USD
TSLA,N,3444,0.500005,483.0,0.0,0.0,0.04,0.0,0.0,335.0,2024-11-08,0.0,0.0,85.86,0.0,0.0,2.0,0,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00335000,2024-11-05 20:54:40+00:00,USD,REGULAR,TSLA241108P00335000,2024-11-01 19:29:01+00:00,USD
TSLA,N,1413,0.500005,379.0,0.0,0.0,0.04,0.0,0.0,337.5,2024-11-08,0.0,0.0,75.8,0.0,0.0,,0,1.0000000000000003e-05,Y,REGULAR,TSLA241108C00337500,2024-11-05 20:52:46+00:00,USD,REGULAR,TSLA241108P00337500,2024-10-30 14:53:25+00:00,USD
